City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,Temiscaming,46.7212,-79.0971,32.68,95,100,8.3,CA,2021-12-11 06:02:56
354,Sinalunga,43.2152,11.7495,42.73,84,100,14.65,IT,2021-12-11 06:06:46
355,Canutama,-6.5339,-64.3831,73.8,99,100,2.08,BR,2021-12-11 06:06:46
356,Saquarema,-22.92,-42.5103,70.16,91,100,3.44,BR,2021-12-11 06:06:47
357,Ormara,25.2088,64.6357,72.68,51,55,2.48,PK,2021-12-11 06:06:47
358,Walvis Bay,-22.9575,14.5053,59.09,72,63,2.86,NA,2021-12-11 06:06:48
359,Tadine,-21.55,167.8833,81.16,79,51,11.9,NC,2021-12-11 06:06:48
360,Bethel,41.3712,-73.414,43.48,82,90,0.0,US,2021-12-11 06:06:49
361,Barra Do Garcas,-15.89,-52.2567,71.82,84,99,0.43,BR,2021-12-11 06:06:49
362,Ondjiva,-17.0667,15.7333,72.5,67,100,1.61,AO,2021-12-11 06:06:50
363,Madingou,-4.1536,13.55,73.47,97,100,0.16,CG,2021-12-11 06:07:50
364,Estelle,29.8458,-90.1067,73.99,86,1,9.22,US,2021-12-11 06:07:51
365,Zeya,53.75,127.2667,12.02,87,100,1.9,RU,2021-12-11 06:07:51
366,Noumea,-22.2763,166.4572,89.58,99,95,6.06,NC,2021-12-11 06:07:52
367,Baykit,61.67,96.37,-3.42,98,100,3.22,RU,2021-12-11 06:07:52
368,Lodwar,3.1191,35.5973,86.0,30,35,20.38,KE,2021-12-11 06:07:53
369,Nome,64.5011,-165.4064,-7.53,71,1,14.97,US,2021-12-11 06:07:53
370,Kedrovyy,56.1667,91.8167,19.87,90,100,8.99,RU,2021-12-11 06:07:54
371,Leningradskiy,69.3833,178.4167,-22.11,83,81,15.12,RU,2021-12-11 06:07:54
372,Nanortalik,60.1432,-45.2371,27.34,72,100,9.28,GL,2021-12-11 06:07:55
373,Sitka,57.0531,-135.33,35.49,75,75,6.91,US,2021-12-11 06:07:55
374,Hami,42.8,93.45,28.24,43,1,4.54,CN,2021-12-11 06:07:55
375,Valparaiso,-33.0393,-71.6273,61.72,77,75,6.91,CL,2021-12-11 06:07:56
376,Antibes,43.5624,7.1278,46.67,71,0,12.66,FR,2021-12-11 06:07:56
377,Constitucion,-35.3333,-72.4167,57.15,91,100,3.24,CL,2021-12-11 06:07:57
378,Teya,60.3778,92.6267,9.66,89,100,10.13,RU,2021-12-11 06:07:57
379,Taoudenni,22.6783,-3.9836,57.58,35,18,10.56,ML,2021-12-11 06:07:57
380,Lerwick,60.1545,-1.1494,42.8,80,66,15.55,GB,2021-12-11 06:07:58
381,Yulara,-25.2406,130.9889,99.36,11,0,5.41,AU,2021-12-11 06:07:58
382,Harnoli,32.2792,71.5539,69.13,15,5,1.12,PK,2021-12-11 06:07:59
383,Talaya,61.3833,152.75,-26.72,100,71,1.07,RU,2021-12-11 06:07:59
384,Turukhansk,65.8167,87.9833,-0.53,90,100,16.96,RU,2021-12-11 06:08:00
385,Sungai Besar,3.6746,100.9867,81.3,75,100,5.06,MY,2021-12-11 06:08:00
386,Chakulia,22.4833,86.7167,78.24,50,0,5.26,IN,2021-12-11 06:08:01
387,Surgut,61.25,73.4167,6.98,77,40,15.99,RU,2021-12-11 06:08:02
388,Bowen,-20.0167,148.2333,83.7,73,8,12.46,AU,2021-12-11 06:08:02
389,Port Lincoln,-34.7333,135.8667,70.41,52,66,10.4,AU,2021-12-11 06:08:03
390,Gayny,60.3071,54.3241,-5.8,100,84,4.21,RU,2021-12-11 06:08:03
391,Starogard Gdanski,53.964,18.5264,29.1,98,35,2.64,PL,2021-12-11 06:08:03
392,Litovko,49.2361,135.1742,22.12,97,98,2.35,RU,2021-12-11 06:08:04
393,Makat,47.6469,53.3463,36.1,95,100,10.92,KZ,2021-12-11 06:08:04
394,Lumeje,-11.55,20.7833,68.5,88,82,5.01,AO,2021-12-11 06:08:05
395,Pavelets,53.7883,39.246,5.13,90,52,7.56,RU,2021-12-11 06:08:05
396,Vila,42.0304,-8.1588,42.75,94,100,2.35,PT,2021-12-11 06:08:06
397,Kupang,-10.1667,123.5833,81.18,94,40,1.14,ID,2021-12-11 06:08:07
398,San-Pedro,4.7485,-6.6363,78.64,86,15,6.82,CI,2021-12-11 06:08:07
399,Souillac,-20.5167,57.5167,83.35,59,20,12.08,MU,2021-12-11 06:08:08
400,Pacific Grove,36.6177,-121.9166,50.58,68,1,5.01,US,2021-12-11 06:08:08
401,Biloela,-24.4167,150.5,90.07,26,0,5.44,AU,2021-12-11 06:08:08
402,Havre-Saint-Pierre,50.2334,-63.5986,23.36,86,90,10.36,CA,2021-12-11 06:08:09
403,Alakurtti,66.9672,30.3491,17.74,96,100,3.49,RU,2021-12-11 06:08:09
404,Grand Gaube,-20.0064,57.6608,83.37,58,19,8.99,MU,2021-12-11 06:08:10
405,Sistranda,63.7256,8.834,38.89,78,72,14.45,NO,2021-12-11 06:08:10
406,Rafai,4.95,23.9167,78.51,34,62,5.55,CF,2021-12-11 06:08:10
407,Areia Branca,-4.9561,-37.1369,78.84,79,29,12.41,BR,2021-12-11 06:09:11
408,Talnakh,69.4865,88.3972,-25.13,97,98,6.04,RU,2021-12-11 06:09:11
409,Comodoro Rivadavia,-45.8667,-67.5,57.06,82,75,8.05,AR,2021-12-11 06:09:12
410,Bonavista,48.6499,-53.1147,20.12,69,79,13.4,CA,2021-12-11 06:09:12
411,Srednekolymsk,67.45,153.6833,-49.79,100,60,1.7,RU,2021-12-11 06:09:13
412,Hays,30.0502,-98.0336,71.62,84,36,3.0,US,2021-12-11 06:09:13
413,Mareeba,-17.0,145.4333,86.49,69,97,7.81,AU,2021-12-11 06:09:14
414,Atar,20.5169,-13.0499,64.47,18,77,10.58,MR,2021-12-11 06:09:14
415,Hovd,48.0056,91.6419,14.38,44,0,2.59,MN,2021-12-11 06:09:15
416,Puquio,-14.7,-74.1333,51.6,82,100,5.57,PE,2021-12-11 06:09:15
417,Yar-Sale,66.8333,70.8333,5.92,93,100,19.44,RU,2021-12-11 06:09:16
418,Mianyang,31.4593,104.7542,57.33,59,96,2.95,CN,2021-12-11 06:09:16
419,Raahe,64.6833,24.4833,28.0,93,100,10.29,FI,2021-12-11 06:09:16
420,Isangel,-19.55,169.2667,81.91,80,94,10.51,VU,2021-12-11 06:09:17
421,Albanel,48.8832,-72.4487,9.72,98,94,2.1,CA,2021-12-11 06:09:17
422,Ketchikan,55.3422,-131.6461,34.27,86,90,8.05,US,2021-12-11 06:09:18
423,Tatarsk,55.219,75.9828,14.38,84,100,7.23,RU,2021-12-11 06:09:18
424,Haines Junction,60.7522,-137.5108,3.94,99,96,1.36,CA,2021-12-11 06:09:19
425,Saint George,37.1041,-113.5841,36.07,47,1,3.0,US,2021-12-11 06:09:19
426,Mezen,65.8522,44.24,15.04,82,100,9.95,RU,2021-12-11 06:09:20
427,Ust-Tsilma,65.441,52.1498,12.76,92,98,6.62,RU,2021-12-11 06:09:20
428,Margate,51.3813,1.3862,38.95,86,3,12.06,GB,2021-12-11 06:09:21
429,Konya,38.1667,32.5,35.08,68,54,8.77,TR,2021-12-11 06:09:21
430,Qostanay,53.1667,63.5833,8.89,78,0,13.42,KZ,2021-12-11 06:09:21
431,Tual,-5.6667,132.75,82.94,79,100,18.19,ID,2021-12-11 06:07:19
432,Araouane,18.9048,-3.5265,64.51,14,100,10.49,ML,2021-12-11 06:09:22
433,Puerto Rico,-26.796,-55.024,66.94,57,19,0.45,AR,2021-12-11 06:09:22
434,Ixtapa,20.7,-105.2,70.23,80,63,3.65,MX,2021-12-11 06:09:22
435,Upington,-28.4478,21.2561,73.78,23,0,4.61,ZA,2021-12-11 06:09:23
436,Aklavik,68.2191,-135.0107,-3.3,91,100,19.6,CA,2021-12-11 06:09:24
437,Ouricuri,-7.8825,-40.0817,76.39,71,72,3.27,BR,2021-12-11 06:07:08
438,Weihe,32.9952,105.3247,46.36,38,96,11.83,CN,2021-12-11 06:09:24
439,Waipawa,-41.4122,175.5153,65.03,79,100,13.94,NZ,2021-12-11 06:09:24
440,Otradnaya,44.3933,41.5206,40.33,73,20,5.57,RU,2021-12-11 06:09:25
441,Fort Nelson,58.8053,-122.7002,1.49,98,100,4.34,CA,2021-12-11 06:05:38
442,Yumen,40.2833,97.2,29.55,40,3,13.02,CN,2021-12-11 06:09:25
443,Singkang,2.1006,102.7994,87.51,61,92,7.05,MY,2021-12-11 06:09:26
444,Culebra,18.303,-65.301,80.64,72,0,23.24,PR,2021-12-11 06:09:26
445,Ballina,-28.8667,153.5667,75.78,72,58,12.82,AU,2021-12-11 06:09:27
446,Tucuman,-26.8241,-65.2226,68.0,94,90,6.91,AR,2021-12-11 06:09:27
447,Champerico,14.3,-91.9167,77.29,82,0,5.37,GT,2021-12-11 06:09:27
448,Mananara,-16.1667,49.7667,79.68,70,100,3.91,MG,2021-12-11 06:09:28
449,Zhuanghe,39.7008,122.9911,46.81,41,76,7.78,CN,2021-12-11 06:09:28
450,Hilton Head Island,32.2163,-80.7526,64.98,94,1,5.75,US,2021-12-11 06:09:29
451,Ngunguru,-35.6167,174.5,71.17,81,66,12.55,NZ,2021-12-11 06:09:29
452,Batagay-Alyta,67.8006,130.4114,-16.51,99,100,1.45,RU,2021-12-11 06:10:30
453,Laguna,38.421,-121.4238,46.35,84,1,0.0,US,2021-12-11 06:10:30
454,San Quintin,30.4833,-115.95,56.3,71,34,3.6,MX,2021-12-11 06:10:31
455,Farroupilha,-29.225,-51.3478,55.85,86,78,2.37,BR,2021-12-11 06:10:31
456,Santa Marta,11.2408,-74.199,77.77,78,78,16.11,CO,2021-12-11 06:10:32
457,Cabedelo,-6.9811,-34.8339,79.47,77,21,12.46,BR,2021-12-11 06:10:32
458,Poum,-20.2333,164.0167,82.62,77,100,16.2,NC,2021-12-11 06:10:33
459,Urumqi,43.801,87.6005,7.75,79,75,2.24,CN,2021-12-11 06:10:33
460,Te Anau,-45.4167,167.7167,51.55,75,99,5.12,NZ,2021-12-11 06:10:33
461,Xining,36.6167,101.7667,29.01,69,100,3.53,CN,2021-12-11 06:10:34
462,Gornopravdinsk,60.05,69.9,4.64,94,90,8.34,RU,2021-12-11 06:10:34
463,Jackson,42.4165,-122.8345,38.79,84,1,0.0,US,2021-12-11 06:09:12
464,Borogontsy,62.6683,131.1683,-11.27,99,98,4.45,RU,2021-12-11 06:10:35
465,Pingshan,22.9938,114.7131,77.9,40,25,3.15,CN,2021-12-11 06:10:35
466,Tashigang,27.3331,91.5542,66.0,39,4,6.15,BT,2021-12-11 06:10:36
467,Bud,39.447,-86.1758,66.29,92,100,23.38,US,2021-12-11 06:10:36
468,Coihaique,-45.5752,-72.0662,56.01,67,0,4.61,CL,2021-12-11 06:10:36
469,Tamandare,-8.7597,-35.1047,77.83,78,26,9.17,BR,2021-12-11 06:10:37
470,Biak,-0.9131,122.8766,83.17,75,94,1.79,ID,2021-12-11 06:10:37
471,Kieta,-6.2167,155.6333,84.97,72,99,4.09,PG,2021-12-11 06:10:38
472,Beira,-19.8436,34.8389,86.09,66,40,6.91,MZ,2021-12-11 06:10:38
473,Puerto Escondido,15.85,-97.0667,78.57,83,21,3.4,MX,2021-12-11 06:10:38
474,Plouzane,48.3833,-4.6167,48.25,90,90,5.75,FR,2021-12-11 06:10:39
475,Atikokan,48.7555,-91.6216,16.99,98,100,1.72,CA,2021-12-11 06:10:39
476,Arkhangelskoye,55.8549,35.3287,11.48,82,100,11.39,RU,2021-12-11 06:10:40
477,Kiama,-34.6833,150.8667,71.38,69,70,5.01,AU,2021-12-11 06:10:40
478,Huarmey,-10.0681,-78.1522,67.35,88,98,7.65,PE,2021-12-11 06:10:40
479,Mataundh,25.45,80.15,70.65,37,0,1.68,IN,2021-12-11 06:10:41
480,Yongan,39.6957,113.6871,34.48,49,36,11.65,CN,2021-12-11 06:10:41
481,Husavik,66.0449,-17.3389,30.2,86,100,9.42,IS,2021-12-11 06:10:42
482,Kavaratti,10.5669,72.642,82.06,68,7,4.56,IN,2021-12-11 06:10:42
483,Ocosingo,17.0667,-92.25,57.43,95,13,3.67,MX,2021-12-11 06:10:43
484,Bunia,1.5667,30.25,72.19,68,84,3.6,CD,2021-12-11 06:10:43
485,Padang,-0.9492,100.3543,87.85,78,89,5.75,ID,2021-12-11 06:10:43
486,Rawson,-43.3002,-65.1023,65.91,73,71,20.24,AR,2021-12-11 06:10:44
487,Vao,-22.6667,167.4833,78.78,86,83,14.0,NC,2021-12-11 06:10:44
488,Loiza,18.4313,-65.8802,80.6,82,40,12.66,PR,2021-12-11 06:10:45
489,Balikpapan,-1.2675,116.8289,86.99,70,20,6.91,ID,2021-12-11 06:06:48
490,Aksay,47.26,39.87,34.02,79,91,10.92,RU,2021-12-11 06:10:45
491,Lieksa,63.3167,30.0167,20.43,89,89,10.54,FI,2021-12-11 06:10:45
492,Lunenburg,44.3835,-64.3155,42.22,96,100,9.71,CA,2021-12-11 06:07:30
493,Fuerte Olimpo,-21.0415,-57.8738,73.8,40,59,4.85,PY,2021-12-11 06:10:46
494,Alghero,40.5589,8.3181,51.89,62,75,14.97,IT,2021-12-11 06:10:46
495,Tezu,27.9167,96.1667,76.46,35,42,4.0,IN,2021-12-11 06:10:47
496,Kaohsiung,22.6163,120.3133,82.35,60,20,7.0,TW,2021-12-11 06:10:47
497,Pontes E Lacerda,-15.2261,-59.3353,76.3,80,98,2.84,BR,2021-12-11 06:10:48
498,Dongli,23.5656,116.8194,73.17,55,1,11.68,CN,2021-12-11 06:10:48
499,Nisia Floresta,-6.0911,-35.2086,79.61,84,17,7.34,BR,2021-12-11 06:11:49
500,Japura,-0.3167,102.35,84.88,72,96,3.36,ID,2021-12-11 06:11:49
501,Rongcheng,30.634,117.8517,60.13,57,62,4.59,CN,2021-12-11 06:11:49
502,Velingara,13.15,-14.1167,70.21,35,78,1.72,SN,2021-12-11 06:11:50
503,Half Moon Bay,37.4636,-122.4286,50.77,70,1,0.0,US,2021-12-11 06:08:42
504,Dingle,10.9995,122.6711,83.8,78,99,11.61,PH,2021-12-11 06:11:50
505,Kerrville,30.0474,-99.1403,68.94,74,1,1.01,US,2021-12-11 06:11:51
506,Amarkantak,22.6667,81.75,72.91,33,0,0.36,IN,2021-12-11 06:11:51
507,Makakilo City,21.3469,-158.0858,73.72,75,1,5.75,US,2021-12-11 06:11:52
508,Minab,27.1467,57.0801,69.3,46,33,3.74,IR,2021-12-11 06:11:52
509,Takaka,-40.85,172.8,69.98,99,100,5.28,NZ,2021-12-11 06:11:52
510,San Buenaventura,27.0833,-101.5333,74.48,23,69,3.49,MX,2021-12-11 06:11:53
511,Codajas,-3.8367,-62.0569,73.49,98,86,0.67,BR,2021-12-11 06:11:53
512,Chandbali,20.7833,86.7667,81.25,54,11,8.1,IN,2021-12-11 06:11:54
513,Sancel,46.2,23.95,39.99,92,17,1.77,RO,2021-12-11 06:11:54
514,Kirakira,-10.4544,161.9205,80.83,87,100,7.43,SB,2021-12-11 06:11:55
515,Hashimoto,34.3167,135.6167,61.75,61,15,3.42,JP,2021-12-11 06:11:55
516,Martapura,-3.4167,114.85,82.49,83,40,6.91,ID,2021-12-11 06:11:55
517,Bela,25.9333,81.9833,71.53,38,0,3.98,IN,2021-12-11 06:11:56
518,Gamba,-2.65,10.0,77.41,91,97,4.09,GA,2021-12-11 06:11:56
519,Linhares,-19.3911,-40.0722,70.79,95,60,3.06,BR,2021-12-11 06:11:56
520,Maloy,61.9353,5.1136,35.33,81,11,1.01,NO,2021-12-11 06:11:57
521,Naze,28.3667,129.4833,66.49,60,43,7.23,JP,2021-12-11 06:11:58
522,Lorengau,-2.0226,147.2712,83.62,81,100,13.0,PG,2021-12-11 06:11:58
523,Lonavale,18.75,73.4167,80.64,44,0,9.66,IN,2021-12-11 06:11:58
524,Tarauaca,-8.1614,-70.7656,72.61,100,100,2.17,BR,2021-12-11 06:11:59
525,Dauphin,51.1494,-100.0502,15.48,77,2,12.86,CA,2021-12-11 06:11:59
526,Kibondo,-3.5864,30.7203,66.56,84,96,3.13,TZ,2021-12-11 06:12:00
527,Rio Gallegos,-51.6226,-69.2181,47.46,89,87,5.79,AR,2021-12-11 06:12:00
528,Taman,45.2117,36.7161,53.92,78,98,15.05,RU,2021-12-11 06:12:01
529,Iglino,54.8324,56.4126,17.69,74,12,14.56,RU,2021-12-11 06:12:01
530,Tapiramuta,-11.8472,-40.7914,66.4,99,100,6.67,BR,2021-12-11 06:12:01
531,Ferme-Neuve,46.7001,-75.4493,23.65,98,99,2.75,CA,2021-12-11 06:12:02
532,Grudziadz,53.4841,18.7537,25.81,97,22,3.04,PL,2021-12-11 06:12:02
533,Altamira,-3.2033,-52.2064,73.83,99,100,2.77,BR,2021-12-11 06:12:03
534,Antsohihy,-14.8796,47.9875,88.09,49,83,3.06,MG,2021-12-11 06:12:03
535,Praia,14.9215,-23.5087,71.76,75,96,14.67,CV,2021-12-11 06:12:03
536,Gurlan,41.8447,60.3919,46.47,75,27,11.81,UZ,2021-12-11 06:12:04
537,Kangaatsiaq,68.3065,-53.4641,15.26,72,100,5.21,GL,2021-12-11 06:12:04
538,Andra,62.5147,65.8878,16.0,82,87,15.1,RU,2021-12-11 06:12:04
539,Ban Nahin,18.2418,104.2122,89.35,30,1,0.83,LA,2021-12-11 06:12:05
540,Canas,10.4294,-85.0931,73.26,90,67,5.99,CR,2021-12-11 06:12:05
541,Vaitape,-16.5167,-151.75,80.73,76,36,12.71,PF,2021-12-11 06:12:06
542,Uni,57.7535,51.4923,-2.88,97,7,6.85,RU,2021-12-11 06:12:06
543,Plymouth,41.8334,-70.8328,43.66,92,40,0.0,US,2021-12-11 06:12:07
544,Paragould,36.0584,-90.4973,69.62,91,99,4.0,US,2021-12-11 06:10:22
545,Tateyama,34.9833,139.8667,59.14,63,2,2.89,JP,2021-12-11 06:13:08
546,Marzuq,14.4,46.4667,61.29,41,0,4.03,YE,2021-12-11 06:13:08
547,Tabou,4.423,-7.3528,78.73,85,10,7.9,CI,2021-12-11 06:13:08
548,Nagaur,27.2,73.7333,69.49,23,7,3.76,IN,2021-12-11 06:13:09
549,Dillon,34.4166,-79.3712,57.81,91,99,5.48,US,2021-12-11 06:08:18
550,Nsanje,-16.92,35.262,89.17,49,1,3.87,MW,2021-12-11 06:13:09
551,Ambovombe,-25.1667,46.0833,85.15,51,88,6.29,MG,2021-12-11 06:13:10
552,Cap Malheureux,-19.9842,57.6142,84.47,56,23,8.99,MU,2021-12-11 06:13:10
553,Bilibino,68.0546,166.4372,-33.66,99,97,1.41,RU,2021-12-11 06:13:11
554,Changde,29.0464,111.6783,50.76,81,100,13.2,CN,2021-12-11 06:13:11
555,Mogadishu,2.0371,45.3438,80.98,69,92,17.92,SO,2021-12-11 06:13:11
556,Chabahar,25.2919,60.643,73.02,49,84,6.78,IR,2021-12-11 06:13:12
557,Skjervoy,70.0311,20.9714,33.04,60,57,8.08,NO,2021-12-11 06:13:12
558,College,64.8569,-147.8028,10.58,83,90,6.91,US,2021-12-11 06:13:12
559,Honiara,-9.4333,159.95,79.2,92,100,4.83,SB,2021-12-11 06:13:13
560,Sanming,26.2486,117.6186,73.83,51,0,2.64,CN,2021-12-11 06:08:54
