City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
332,Gondanglegi,-7.7479,112.0132,89.73,57,95,9.28,ID,2021-12-11 06:06:37
333,Vrangel,42.7297,133.0839,40.08,61,38,7.31,RU,2021-12-11 06:06:37
334,Raudeberg,61.9875,5.1352,34.47,81,11,1.01,NO,2021-12-11 06:06:37
335,Novikovo,51.1537,37.8879,29.21,84,95,10.83,RU,2021-12-11 06:06:38
336,Dhidhdhoo,6.8833,73.1,81.99,72,1,6.2,MV,2021-12-11 06:06:38
337,Jimenez,28.3333,-105.4,60.01,44,98,4.76,MX,2021-12-11 06:06:39
338,Vitim,59.4511,112.5578,1.53,91,100,9.89,RU,2021-12-11 06:06:39
339,Acapulco,16.8634,-99.8901,78.62,89,40,2.3,MX,2021-12-11 06:05:52
340,Valley City,46.9233,-98.0032,18.59,90,68,7.85,US,2021-12-11 06:06:40
341,Velventos,40.2517,22.0631,45.48,87,90,4.61,GR,2021-12-11 06:06:40
342,Aborlan,9.4352,118.5492,83.68,78,93,13.4,PH,2021-12-11 06:06:40
343,Port-De-Bouc,43.4,4.9833,44.69,70,0,19.57,FR,2021-12-11 06:06:41
344,Socorro,31.6546,-106.3033,53.17,39,1,10.36,US,2021-12-11 06:06:41
345,Baft,29.234,56.6057,51.03,15,82,2.06,IR,2021-12-11 06:06:42
346,Sri Aman,1.2376,111.4621,83.12,87,94,2.06,MY,2021-12-11 06:06:42
347,Cherskiy,68.75,161.3,-35.72,96,98,4.07,RU,2021-12-11 06:06:43
348,Bojnurd,37.4747,57.329,46.81,61,13,0.92,IR,2021-12-11 06:06:43
349,Kloulklubed,7.0419,134.2556,84.7,73,44,5.41,PW,2021-12-11 06:06:44
350,Saint-Georges,12.0564,-61.7485,78.75,75,62,13.0,GD,2021-12-11 06:06:44
351,Bizhbulyak,53.6967,54.2642,15.82,83,62,16.78,RU,2021-12-11 06:06:45
352,Escanaba,45.7453,-87.0646,32.43,99,90,9.22,US,2021-12-11 06:06:45
